"","plant_ID","quadrat_ID","species","length_mm","notes","weight_g","fit","lwr","upr"
"1737",1767,121,"Saccharina spp",174,"",NA,NA,NA,NA
"1738",1768,121,"Saccharina spp",129,"",NA,NA,NA,NA
"1739",1769,121,"Neorhodomela aculeata",308,"",NA,NA,NA,NA
"1740",1770,121,"Neorhodomela aculeata",124,"",NA,NA,NA,NA
"1741",1771,121,"Neorhodomela aculeata",327,"",NA,NA,NA,NA
"1742",1772,121,"Neorhodomela aculeata",177,"",NA,NA,NA,NA
"1743",1773,121,"Neorhodomela aculeata",78,"",NA,NA,NA,NA
"1744",1774,121,"Sparlingia pertusa",114,"",NA,NA,NA,NA
"1745",1775,121,"Sparlingia pertusa",74,"",NA,NA,NA,NA
"1746",1776,121,"Sparlingia pertusa",145,"",NA,NA,NA,NA
"1747",1777,121,"Sparlingia pertusa",73,"",NA,NA,NA,NA
"1748",1778,121,"Sparlingia pertusa",182,"",NA,NA,NA,NA
"1749",1779,121,"Ulva spp",97,"",NA,NA,NA,NA
"1750",1780,121,"Ulva spp",135,"",NA,NA,NA,NA
"1751",1781,121,"Ulva spp",75,"",NA,NA,NA,NA
"1752",1782,121,"Ulva spp",140,"",NA,NA,NA,NA
"1753",1783,121,"Ulva spp",91,"",NA,NA,NA,NA
"1754",1784,121,"Polyneura latissima",137,"",NA,NA,NA,NA
"1755",1785,121,"Polyneura latissima",125,"",NA,NA,NA,NA
"1756",1786,121,"Polyneura latissima",151,"",NA,NA,NA,NA
"1757",1787,121,"Polyneura latissima",70,"",NA,NA,NA,NA
"1758",1788,121,"Polyneura latissima",67,"",NA,NA,NA,NA
"1759",1789,121,"Corallina vancouveriensis",37,"",NA,NA,NA,NA
"1760",1790,121,"Corallina vancouveriensis",21,"",NA,NA,NA,NA
"1761",1791,121,"Corallina vancouveriensis",42,"",NA,NA,NA,NA
"1762",1792,121,"Corallina vancouveriensis",34,"",NA,NA,NA,NA
"1763",1793,121,"Corallina vancouveriensis",32,"",NA,NA,NA,NA
"1764",1794,121,"Palmaria callophyllis",95,"",NA,NA,NA,NA
"1765",1795,121,"Palmaria callophyllis",85,"",NA,NA,NA,NA
"1766",1796,121,"Palmaria callophyllis",65,"",NA,NA,NA,NA
"1767",1797,121,"Palmaria callophyllis",44,"",NA,NA,NA,NA
"1768",1798,121,"Palmaria callophyllis",40,"",NA,NA,NA,NA
"1769",1799,121,"Odonthalia spp",136,"",NA,NA,NA,NA
"1770",1800,121,"Odonthalia spp",126,"",NA,NA,NA,NA
"1771",1801,121,"Odonthalia spp",95,"",NA,NA,NA,NA
"1772",1802,121,"Odonthalia spp",81,"",NA,NA,NA,NA
"1773",1803,121,"Odonthalia spp",155,"",NA,NA,NA,NA
"1774",1804,121,"Odonthalia spp",145,"",NA,NA,NA,NA
"1775",1805,121,"Odonthalia spp",140,"",NA,NA,NA,NA
"1776",1806,121,"Odonthalia spp",84,"",NA,NA,NA,NA
"1777",1807,121,"Odonthalia spp",200,"",NA,NA,NA,NA
"1778",1808,121,"Odonthalia spp",158,"",NA,NA,NA,NA
"1779",1809,121,"Farlowia mollis",48,"",NA,NA,NA,NA
"1780",1810,121,"Farlowia mollis",45,"",NA,NA,NA,NA
"1781",1811,121,"Farlowia mollis",32,"",NA,NA,NA,NA
"1782",1812,121,"Farlowia mollis",43,"",NA,NA,NA,NA
"1783",1813,121,"Farlowia mollis",40,"",NA,NA,NA,NA
"1784",1814,122,"Saccharina spp",570,"",NA,NA,NA,NA
"1785",1815,122,"Saccharina spp",680,"",NA,NA,NA,NA
"1786",1816,122,"Saccharina spp",1150,"",NA,NA,NA,NA
"1787",1817,122,"Saccharina spp",1413,"",NA,NA,NA,NA
"1788",1818,122,"Saccharina spp",415,"",NA,NA,NA,NA
"1789",1819,123,"Saccharina latissima",125,"",NA,NA,NA,NA
"1790",1820,123,"Sargassum muticum",186,"",NA,NA,NA,NA
"1791",1821,123,"Sargassum muticum",157,"",NA,NA,NA,NA
"1792",1822,123,"Sargassum muticum",120,"",NA,NA,NA,NA
"1793",1823,123,"Sargassum muticum",190,"",NA,NA,NA,NA
"1794",1824,123,"Sargassum muticum",127,"",NA,NA,NA,NA
"1795",1825,123,"Palmaria mollis",75,"",NA,NA,NA,NA
"1796",1826,123,"Palmaria mollis",51,"",NA,NA,NA,NA
"1797",1827,123,"Palmaria mollis",93,"",NA,NA,NA,NA
"1798",1828,123,"Palmaria mollis",50,"",NA,NA,NA,NA
"1799",1829,123,"Sparlingia pertusa",106,"",NA,NA,NA,NA
"1800",1830,123,"Sparlingia pertusa",95,"",NA,NA,NA,NA
"1801",1831,123,"Farlowia mollis",39,"",NA,NA,NA,NA
"1802",1832,123,"Farlowia mollis",43,"",NA,NA,NA,NA
"1803",1833,123,"Farlowia mollis",26,"",NA,NA,NA,NA
"1804",1834,123,"Cumanthamnion decipiens",70,"",NA,NA,NA,NA
"1805",1835,123,"Cumanthamnion decipiens",107,"",NA,NA,NA,NA
"1806",1836,123,"Cumanthamnion decipiens",93,"",NA,NA,NA,NA
"1807",1837,123,"Cumanthamnion decipiens",58,"",NA,NA,NA,NA
"1808",1838,123,"Cumanthamnion decipiens",77,"",NA,NA,NA,NA
"1809",1839,124,"Saccharina spp",850,"",NA,NA,NA,NA
"1810",1840,124,"Neorhodomela aculeata",72,"",NA,NA,NA,NA
"1811",1841,124,"Neorhodomela aculeata",360,"",NA,NA,NA,NA
"1812",1842,124,"Neorhodomela aculeata",195,"",NA,NA,NA,NA
"1813",1843,124,"Sargassum muticum",324,"",NA,NA,NA,NA
"1814",1844,124,"Sargassum muticum",171,"",NA,NA,NA,NA
"1815",1845,124,"Sargassum muticum",274,"",NA,NA,NA,NA
"1816",1846,124,"Sargassum muticum",258,"",NA,NA,NA,NA
"1817",1847,124,"Sargassum muticum",296,"",NA,NA,NA,NA
"1818",1848,124,"Sargassum muticum",257,"",NA,NA,NA,NA
"1819",1849,124,"Sargassum muticum",167,"",NA,NA,NA,NA
"1820",1850,124,"Sargassum muticum",223,"",NA,NA,NA,NA
"1821",1851,124,"Sargassum muticum",207,"",NA,NA,NA,NA
"1822",1852,124,"Odonthalia spp",131,"",NA,NA,NA,NA
"1823",1853,124,"Odonthalia spp",88,"",NA,NA,NA,NA
"1824",1854,124,"Odonthalia spp",99,"",NA,NA,NA,NA
"1825",1855,124,"Odonthalia spp",62,"",NA,NA,NA,NA
"1826",1856,124,"Odonthalia spp",110,"",NA,NA,NA,NA
"1827",1857,124,"Odonthalia spp",76,"",NA,NA,NA,NA
"1828",1858,124,"Sparlingia pertusa",115,"",NA,NA,NA,NA
"1829",1859,124,"Sparlingia pertusa",166,"",NA,NA,NA,NA
"1830",1860,124,"Sparlingia pertusa",104,"",NA,NA,NA,NA
"1831",1861,124,"Sparlingia pertusa",71,"",NA,NA,NA,NA
"1832",1862,124,"Polyneura latissima",61,"",NA,NA,NA,NA
"1833",1863,124,"Polyneura latissima",91,"",NA,NA,NA,NA
"1834",1864,124,"Polyneura latissima",86,"",NA,NA,NA,NA
"1835",1865,124,"Polyneura latissima",44,"",NA,NA,NA,NA
"1836",1866,125,"Saccharina spp",1110,"",NA,NA,NA,NA
"1837",1867,125,"Saccharina spp",550,"",NA,NA,NA,NA
"1838",1868,125,"Neorhodomela aculeata",135,"",NA,NA,NA,NA
"1839",1869,125,"Neorhodomela aculeata",36,"",NA,NA,NA,NA
"1840",1870,125,"Neorhodomela aculeata",72,"",NA,NA,NA,NA
"1841",1553,109,"Phyllospadix serratus",301,"",NA,0.743738319290077,0.652815159621159,0.847325126305937
"1842",1554,109,"Phyllospadix serratus",505,"",NA,1.46046374947332,1.34288027142935,1.58834291403759
"1843",1555,109,"Phyllospadix serratus",421,"",NA,1.15199965553509,1.04300379142588,1.27238579309353
"1844",1556,109,"Phyllospadix serratus",315,"",NA,0.789167135429221,0.695692973707599,0.895200600233919
"1845",1557,109,"Phyllospadix serratus",354,"",NA,0.918922550280949,0.818999577594805,1.03103673862041
"1846",1558,109,"Phyllospadix serratus",434,"",NA,1.19860705629156,1.0881052406691,1.32033081148336
"1847",1583,111,"Phyllospadix serratus",598,"",NA,1.820651255597,1.69563092334816,1.95488944490448
"1848",1584,111,"Phyllospadix serratus",653,"",NA,2.04202100293474,1.91277961108969,2.1799948892445
"1849",1585,111,"Phyllospadix serratus",779,"",NA,2.57032640455456,2.42877570477049,2.72012677538483
"1850",1586,111,"Phyllospadix serratus",421,"",NA,1.15199965553509,1.04300379142588,1.27238579309353
"1851",1587,111,"Phyllospadix serratus",538,"",NA,1.58614360960941,1.46577048745814,1.71640210512604
"1852",1601,112,"Phyllospadix serratus",571,"",NA,1.71419128664937,1.59122124429088,1.84666448978572
"1853",1602,112,"Phyllospadix serratus",580,"",NA,1.74951145156892,1.62585374938419,1.88257419852806
"1854",1603,112,"Phyllospadix serratus",564,"",NA,1.68683673152817,1.56440627979178,1.81884859169151
"1855",1604,112,"Phyllospadix serratus",609,"",NA,1.86444855897174,1.73859794512432,1.99940902886735
"1856",1612,113,"Phyllospadix serratus",692,"",NA,2.20249563688409,2.07000008627518,2.34347189773428
"1857",1613,113,"Phyllospadix serratus",557,"",NA,1.65958523849161,1.53769958761058,1.79113214701385
"1858",1614,113,"Phyllospadix serratus",651,"",NA,2.03386841138396,1.90478582495454,2.17169860287269
"1859",1632,114,"Phyllospadix serratus",551,"",NA,1.63630952630729,1.51489571835184,1.7674542435152
"1860",1633,114,"Phyllospadix serratus",844,"",NA,2.85350431175686,2.70267403902215,3.01275208909804
"1861",1634,114,"Phyllospadix serratus",710,"",NA,2.27750350586968,2.14337371177911,2.42002698397527
"1862",1635,114,"Phyllospadix serratus",701,"",NA,2.23992634944414,2.10662612616774,2.38166136297821
"1863",1636,114,"Phyllospadix serratus",687,"",NA,2.18176456050127,2.04970611760065,2.32233126328928
"1864",1637,114,"Phyllospadix serratus",451,"",NA,1.26019750307772,1.14783430739839,1.38356009794028
"1865",1638,114,"Phyllospadix serratus",630,"",NA,1.94872903988809,1.82128181802249,2.08509459289857
"1866",1648,115,"Phyllospadix serratus",540,"",NA,1.59383768748724,1.47330265554065,1.72423402924124
"1867",1649,115,"Phyllospadix serratus",645,"",NA,2.00945638502509,1.88084665509407,2.14686027294243
"1868",1650,115,"Phyllospadix serratus",632,"",NA,1.95680086008947,1.82920000427565,2.09330286305306
"1869",1651,115,"Phyllospadix serratus",565,"",NA,1.69073823593886,1.56823040324447,1.82281619878786
"1870",1652,115,"Phyllospadix serratus",682,"",NA,2.16107932132069,2.02945138080806,2.30124450243314
