"","bay_code","bay_sample","site_code","place_name","latitude","longitude","date_YYYYMMDD","year","trans_loc","bin_loc_transect_m","trans_bin","bin_area_m2","pit_count_bin","pit_count_m2","sed1_type","sed2_type","sed1_no","sed2_no","sed_avg_no","field_collector","notes"
"163","NOSK","A",NA,"Nossuk ",55.7073,-133.342,2021-07-13,2021,"outside","30",3,20,1,0.05,"mud","sandy mud",1,2,1.5,"Carter snorkeled","Cobbles interspersed/lots of fouled shells"
"164","NOSK","A",NA,"Nossuk ",55.7073,-133.342,2021-07-13,2021,"outside","40",4,20,0,0,"mud","sandy mud",1,2,1.5,"Carter snorkeled","Cobbles interspersed/lots of fouled shells"
"165","NOSK","A",NA,"Nossuk ",55.7073,-133.342,2021-07-13,2021,"outside","50",5,20,0,0,"mud","sandy mud",1,2,1.5,"Carter snorkeled","Cobbles interspersed/lots of fouled shells"
"166","GUKT","A",NA,"Guktu",55.739816,-133.312022,2021-07-14,2021,"inside ","10",1,20,4,0.2,"sandy mud","sandy mud",2,2,2,"Carter/Jessica",""
"167","GUKT","A",NA,"Guktu",55.739816,-133.312022,2021-07-14,2021,"inside ","20",2,20,0,0,"mud","mud",1,1,1,"Carter/Jessica",""
"168","GUKT","A",NA,"Guktu",55.739816,-133.312022,2021-07-14,2021,"inside ","30",3,20,1,0.05,"mud","mud",1,1,1,"Carter/Jessica",""
"169","GUKT","A",NA,"Guktu",55.739816,-133.312022,2021-07-14,2021,"inside ","40",4,20,3,0.15,"mud","mud",1,1,1,"Carter/Jessica",""
"170","GUKT","A",NA,"Guktu",55.739816,-133.312022,2021-07-14,2021,"inside ","50",5,20,1,0.05,"mud","mud",1,1,1,"Carter/Jessica",""
"171","GUKT","A",NA,"Guktu",55.739816,-133.312022,2021-07-14,2021,"edge","10",1,20,39,1.95,"muddy sand","muddy sand",3,3,3,"Ginny/Carter",""
"172","GUKT","A",NA,"Guktu",55.739816,-133.312022,2021-07-14,2021,"edge","20",2,20,29,1.45,"muddy sand","muddy sand",3,3,3,"Ginny/Carter",""
"173","GUKT","A",NA,"Guktu",55.739816,-133.312022,2021-07-14,2021,"edge","30",3,20,5,0.25,"sandy mud","sandy mud",2,2,2,"Ginny/Carter",""
"174","GUKT","A",NA,"Guktu",55.739816,-133.312022,2021-07-14,2021,"edge","40",4,20,3,0.15,"mud","sandy mud",1,2,1.5,"Ginny/Carter",""
"175","GUKT","A",NA,"Guktu",55.739816,-133.312022,2021-07-14,2021,"edge","50",5,20,4,0.2,"mud","sandy mud",1,2,1.5,"Ginny/Carter",""
"176","GUKT","A",NA,"Guktu",55.739816,-133.312022,2021-07-14,2021,"outside","10",1,20,36,1.8,"course sand","pebble",5,6,5.5,"Lia + Jessica shells/Ginny pits + sed",""
"177","GUKT","A",NA,"Guktu",55.739816,-133.312022,2021-07-14,2021,"outside","20",2,20,27,1.35,"course sand","pebble",5,6,5.5,"Lia + Jessica shells/Ginny pits + sed",""
"178","GUKT","A",NA,"Guktu",55.739816,-133.312022,2021-07-14,2021,"outside","30",3,20,15,0.75,"course sand","pebble",5,6,5.5,"Lia + Jessica shells/Ginny pits + sed",""
"179","GUKT","A",NA,"Guktu",55.739816,-133.312022,2021-07-14,2021,"outside","40",4,20,19,0.95,"muddy sand","sandy mud",3,2,2.5,"Lia + Jessica shells/Ginny pits + sed",""
"180","GUKT","A",NA,"Guktu",55.739816,-133.312022,2021-07-14,2021,"outside","50",5,20,4,0.2,"sandy mud","mud",2,1,1.5,"Lia + Jessica shells/Ginny pits + sed",""
"181","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"edge","10",1,10,0,0,"sandy mud","mud",2,1,1.5,"Tiff Stephens",""
"182","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"edge","20",2,10,0,0,"sandy mud","mud",2,1,1.5,"Tiff Stephens",""
"183","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"edge","30",3,10,6,0.6,"sand","pebble",4,6,5,"Tiff Stephens",""
"184","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"edge","40",4,10,9,0.9,"sandy mud","sand",2,4,3,"Tiff Stephens",""
"185","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"edge","50",5,10,0,0,"sandy mud","muddy sand",2,3,2.5,"Tiff Stephens",""
"186","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"edge","60",6,10,1,0.1,"sandy mud","cobble",2,8,5,"Tiff Stephens",""
"187","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"edge","70",7,10,1,0.1,"sandy mud","cobble",2,8,5,"Tiff Stephens",""
"188","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"edge","80",8,10,2,0.2,"sandy mud","sandy mud",2,2,2,"Tiff Stephens",""
"189","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"edge","90",9,10,4,0.4,"sandy mud","sandy mud",2,2,2,"Tiff Stephens",""
"190","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"edge","100",10,10,2,0.2,"sandy mud","sandy mud",2,2,2,"Tiff Stephens",""
"191","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"inside","10",1,10,0,0,"sandy mud","sandy mud",2,2,2,"Tiff Stephens",""
"192","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"inside","20",2,10,0,0,"sandy mud","sandy mud",2,2,2,"Tiff Stephens",""
"193","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"inside","30",3,10,1,0.1,"mud","mud",1,1,1,"Tiff Stephens",""
"194","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"inside","40",4,10,1,0.1,"mud","mud",1,1,1,"Tiff Stephens",""
"195","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"inside","50",5,10,0,0,"mud","mud",1,1,1,"Tiff Stephens",""
"196","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"inside","60",6,10,0,0,"mud","mud",1,1,1,"Tiff Stephens",""
"197","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"inside","70",7,10,0,0,"mud","mud",1,1,1,"Tiff Stephens",""
"198","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"inside","80",8,10,0,0,"mud","mud",1,1,1,"Tiff Stephens",""
"199","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"inside","90",9,10,0,0,"mud","mud",1,1,1,"Tiff Stephens",""
"200","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"inside","100",10,10,0,0,"mud","mud",1,1,1,"Tiff Stephens",""
"201","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"outside","10",1,10,0,0,"mud","sandy mud",1,2,1.5,"Tiff Stephens",""
"202","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"outside","20",2,10,0,0,"mud","sandy mud",1,2,1.5,"Tiff Stephens",""
"203","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"outside","30",3,10,8,0.8,"sand","sand",4,4,4,"Tiff Stephens",""
"204","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"outside","40",4,10,9,0.9,"sand","pebble",4,6,5,"Tiff Stephens",""
"205","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"outside","50",5,10,3,0.3,"sand","pebble",4,6,5,"Tiff Stephens",""
"206","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"outside","60",6,10,1,0.1,"sand","cobble",4,8,6,"Tiff Stephens",""
"207","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"outside","70",7,10,0,0,"sand","cobble",4,8,6,"Tiff Stephens",""
"208","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"outside","80",8,10,1,0.1,"muddy sand","cobble",3,8,5.5,"Tiff Stephens",""
"209","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"outside","90",9,10,0,0,"muddy sand","cobble",3,8,5.5,"Tiff Stephens",""
"210","KAGK","A","2017_H_04","Kaguk Cove",55.73361,-133.29,2017-07-07,2017,"outside","100",10,10,0,0,"muddy sand","sand",3,4,3.5,"Tiff Stephens",""
"211","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"edge","10",1,10,0,0,"sandy mud","gravel",2,7,4.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"212","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"edge","20",2,10,0,0,"sandy mud","gravel",2,7,4.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"213","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"edge","30",3,10,0,0,"sandy mud","gravel",2,7,4.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"214","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"edge","40",4,10,0,0,"sandy mud","gravel",2,7,4.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"215","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"edge","50",5,10,1,0.1,"sandy mud","gravel",2,7,4.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"216","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"edge","60",6,10,0,0,"sandy mud","gravel",2,7,4.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"217","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"edge","70",7,10,0,0,"sandy mud","sandy mud",2,2,2,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"218","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"edge","80",8,10,0,0,"sandy mud","sandy mud",2,2,2,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"219","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"edge","90",9,10,0,0,"sandy mud","mud",2,1,1.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"220","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"edge","100",10,10,0,0,"sandy mud","mud",2,1,1.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"221","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"inside","10",1,10,0,0,"mud","mud",1,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"222","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"inside","20",2,10,0,0,"mud","mud",1,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"223","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"inside","30",3,10,0,0,"mud","mud",1,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"224","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"inside","40",4,10,0,0,"mud","mud",1,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"225","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"inside","50",5,10,0,0,"mud","mud",1,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"226","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"inside","60",6,10,0,0,"mud","mud",1,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"227","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"inside","70",7,10,0,0,"mud","mud",1,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"228","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"inside","80",8,10,1,0.1,"mud","mud",1,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"229","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"inside","90",9,10,0,0,"mud","mud",1,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"230","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"inside","100",10,10,0,0,"mud","mud",1,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"231","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"outside","10",1,10,3,0.3,"sand","gravel",4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"232","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"outside","20",2,10,6,0.6,"sand","gravel",4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"233","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"outside","30",3,10,7,0.7,"sand","gravel",4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"234","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"outside","40",4,10,7,0.7,"sand","gravel",4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"235","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"outside","50",5,10,6,0.6,"coarse sand","gravel",5,7,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"236","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"outside","60",6,10,5,0.5,"coarse sand","gravel",5,7,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"237","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"outside","70",7,10,3,0.3,"coarse sand","gravel",5,7,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"238","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"outside","80",8,10,14,1.4,"coarse sand","gravel",5,7,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"239","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"outside","90",9,10,25,2.5,"coarse sand","gravel",5,7,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"240","NAUK","A","2017_H_05","Naukati Bay",55.862405,-133.190722,2017-07-25,2017,"outside","100",10,10,5,0.5,"gravel","sand",7,4,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",""
"241","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"edge","10",1,10,15,1.5,"muddy sand","pebble",3,6,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"242","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"edge","20",2,10,8,0.8,"sandy mud","sand",2,4,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"243","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"edge","30",3,10,7,0.7,"sandy mud","sand",2,4,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"244","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"edge","40",4,10,9,0.9,"mud","sandy mud",1,2,1.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"245","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"edge","50",5,10,12,1.2,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"246","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"edge","60",6,10,9,0.9,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"247","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"edge","70",7,10,15,1.5,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"248","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"edge","80",8,10,5,0.5,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"249","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"edge","90",9,10,10,1,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"250","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"edge","100",10,10,6,0.6,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"251","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"inside","10",1,10,5,0.5,"muddy sand","mud",3,1,2,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"252","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"inside","20",2,10,5,0.5,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"253","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"inside","30",3,10,3,0.3,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"254","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"inside","40",4,10,3,0.3,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"255","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"inside","50",5,10,6,0.6,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"256","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"inside","60",6,10,4,0.4,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"257","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"inside","70",7,10,2,0.2,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"258","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"inside","80",8,10,9,0.9,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"259","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"inside","90",9,10,2,0.2,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"260","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"inside","100",10,10,7,0.7,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"261","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"outside","10",1,10,4,0.4,"muddy sand","mud",3,1,2,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"262","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"outside","20",2,10,15,1.5,"pebble","sand",6,4,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"263","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"outside","30",3,10,14,1.4,"muddy sand","pebble",3,6,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"264","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"outside","40",4,10,22,2.2,"muddy sand","pebble",3,6,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"265","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"outside","50",5,10,19,1.9,"mud","cobble",1,8,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"266","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"outside","60",6,10,12,1.2,"mud","gravel",1,7,4,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"267","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"outside","70",7,10,7,0.7,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"268","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"outside","80",8,10,4,0.4,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"269","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"outside","90",9,10,2,0.2,"mud","mud",1,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"270","GUKT","A","2017_H_06","Guktu Bay",55.739816,-133.312022,2017-07-24,2017,"outside","100",10,10,3,0.3,"mud","sandy mud",1,2,1.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",""
"271","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"edge","10",1,10,0,0,"sand","gravel",4,7,5.5,"Wendel Raymond",""
"272","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"edge","20",2,10,0,0,"sand","gravel",4,7,5.5,"Wendel Raymond",""
"273","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"edge","30",3,10,0,0,"sand","gravel",4,7,5.5,"Wendel Raymond",""
"274","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"edge","40",4,10,0,0,"sand","sand",4,4,4,"Wendel Raymond",""
"275","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"edge","50",5,10,0,0,"sand","gravel",4,7,5.5,"Wendel Raymond",""
"276","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"edge","60",6,10,0,0,"sand","sand",4,4,4,"Wendel Raymond",""
"277","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"edge","70",7,10,0,0,"sand","sand",4,4,4,"Wendel Raymond",""
"278","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"edge","80",8,10,0,0,"sand","sand",4,4,4,"Wendel Raymond",""
"279","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"edge","90",9,10,0,0,"muddy sand","muddy sand",3,3,3,"Wendel Raymond",""
"280","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"edge","100",10,10,0,0,"muddy sand","muddy sand",3,3,3,"Wendel Raymond",""
"281","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"inside","10",1,10,0,0,"sandy mud","sandy mud",2,2,2,"Wendel Raymond",""
"282","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"inside","20",2,10,0,0,"sandy mud","sandy mud",2,2,2,"Wendel Raymond",""
"283","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"inside","30",3,10,0,0,"muddy sand","sandy mud",3,2,2.5,"Wendel Raymond",""
"284","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"inside","40",4,10,0,0,"muddy sand","sandy mud",3,2,2.5,"Wendel Raymond",""
"285","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"inside","50",5,10,0,0,"muddy sand","sandy mud",3,2,2.5,"Wendel Raymond",""
"286","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"inside","60",6,10,0,0,"muddy sand","sandy mud",3,2,2.5,"Wendel Raymond",""
"287","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"inside","70",7,10,0,0,"muddy sand","sandy mud",3,2,2.5,"Wendel Raymond",""
"288","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"inside","80",8,10,0,0,"muddy sand","muddy sand",3,3,3,"Wendel Raymond",""
"289","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"inside","90",9,10,0,0,"muddy sand","muddy sand",3,3,3,"Wendel Raymond",""
"290","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"inside","100",10,10,0,0,"sand","sand",4,4,4,"Wendel Raymond",""
"291","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"outside","10",1,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"292","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"outside","20",2,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"293","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"outside","30",3,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"294","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"outside","40",4,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"295","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"outside","50",5,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"296","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"outside","60",6,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"297","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"outside","70",7,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"298","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"outside","80",8,10,0,0,"sand","gravel",4,7,5.5,"Tiff Stephens",""
"299","SODA","A","2017_L_01","Soda Bay",55.26366,-132.995,2017-07-09,2017,"outside","90",9,10,0,0,"sand","sand",4,4,4,"Tiff Stephens",""
